mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""10""/><font face=""Sansation Regular""/><b>Grazioso</b>"						
1	1	0	0	0.0	0	0	Dynamic	3/4	1	1	0					p								
1	1	0	0	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""6.4""/><i>con sordini</i>"						
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=92	92.0	𝅘𝅥	92.0	0.0	
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	0									
1	1	1	1	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1									0
1	1	3/2	3/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2									0
1	1	2	2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3									0
1	1	5/2	5/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	4									
1	1	0	0	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""6.4""/><i>con sordini</i>"						
1	1	1/2	1/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					p								
1	1	1/2	1/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5									1
1	1	1	1	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	6									1
1	1	3/2	3/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	7									1
1	1	2	2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	8									1
1	1	5/2	5/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	9									
1	1	0	0	0.0	0	0	StaffText	3/4	3	1	0							"<font size=""6.4""/><i>con sordini</i>"						
1	1	1/2	1/2	0.0	1/8	1/8	Dynamic	3/4	3	1	0					p								
1	1	1/2	1/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	10									2
1	1	1	1	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	11									2
1	1	3/2	3/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	12									2
1	1	2	2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	13									2
1	1	5/2	5/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	14									
1	1	0	0	0.0	0	0	Dynamic	3/4	4	1	0					p								
1	1	0	0	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	15									
2	2	3	3	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	16									
2	2	3	3	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	17									
2	2	4	4	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	18									3
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	19									
2	2	7/2	7/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	20									
2	2	4	4	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	21									
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	22									
2	2	5	5	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	23									4
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	24									
2	2	7/2	7/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	25									
2	2	4	4	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	26									
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	27									
2	2	5	5	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	28									5
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	29									
2	2	3	3	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	30									
3	3	6	6	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	31									6
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	32									6
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	33									6
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	34									6
3	3	8	8	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	35									6
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	36									
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	37									7
3	3	7	7	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	38									7
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	39									7
3	3	8	8	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	40									7
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	41									
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	42									8
3	3	7	7	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	43									8
